
Bruno Maderna,
Bruno Pellandini,
Bruno Stori,
Bruno Warden,
Buddy Bregman,
Burt Bacharach,
Burton Lane,
Caecilius Statius,
Camille Kerger,
Camille Saint-Saëns,
Camille van Lunen,
Camillo Walzel,
Cao Yu,
Carl Adolf Lorenz,
Carla Henius,
Carl August Krebs,
Carl Beines,
Carl Blum,
Carl Ditters von Dittersdorf,
Carl Ehrenberg,
Carlernst Ortwein,
Carles Battles,
Carl Ferdinand Füchs,
Carl Gottlieb Reißiger,
Carl Hauptmann,
Carl Heinrich Graun,
Carl-Henning Wijkmark,
Carlisle Floyd,
Carl Laszlo,
Carl Laufs,
Carl Leopold Röllig,
Carl Ludwig Fischer,
Carl Ludwig Giesecke,
Carl Ludwig Lithander,
Carl Maria von Weber,
Carl Michael Ziehrer,
Carl Millöcker,
Carl Nielsen,
Carlo Agostino Badia,
Carlo Ambrogio Lonati,
Carlo Coccia,
Carlo Collodi,
Carl Oestreich,
Carlo Evasio Soliva,
Carlo Francesco Pollarolo,
Carlo Goldoni,
Carlo Grossi,
Carlo Luigi Grua,
Carlo Luigi Pietragrua,
Carlo Monza,
Carlo Pepoli,
Carlo Pietzner,
Carl Orff,
Carlos Eugenio López,
Carlos Fernández-Shaw,
Carlo Sigismondo Capece,
Carlos Jiménez Mabarak,
Carlos Murillo,
Carlos Veerhoff,
Carlo Zangarini,
Carl Philip von Maldeghem,
Carl Steinacker,
Carl Sternheim,
Carl Zeller,
Carl Zuckmayer,
Carole Bayer Sager,
Carole Fréchette,
Carolin Jelden,
Carsten Brandau,
Carsten Golbeck,
Carsten Kirchmeier,
Carsten Knödler,
Carsten Ramm,
Caryl Churchill,
Casimir Eule,
Casimir von Pászthory,
Caspar Brülow,
Catharina Fillers,
Catherine Clément,
Catherine Grosvenor,
Cathleen Rootsaert,
Cécile Chaminade,
Cecilia Parkert,
Cecil Stevens,
Cemal Resit Rey,
Cenobio Paniagua,
Cesar Bresgen,
Cesar Cui,
Cesare Hanau,
Cesare Lievi,
Cesare Pugni,
Cesare Sterbini,
Chantal Akerman,
Charles Amberg,
Charles-Antoine Leclerc de La Bruère,
Charles Burney,
Charles Dickens,
Charles Dyer,
Charles Ferdinand Ramuz,
Charles Gounod,
Charles Granvallet,
Charles-Hubert Gervais,
Charles Jennens,
Charles Kálmán,
Charles Lecocq,
Charles Lenepveu,
Charles Lewinsky,
Charles L. Mee,
Charles Ludlam,
Charles-Marie Widor,
Charles Perrault,
Charles Simon Favart,
Charles Strouse,
Charles Villiers Stanford,
Charles Way,
Charles Weinberger,
Charles Wuorinen,
Charlie Smalls,
Charlotte Kerner,
Charlotte Link,
Charlotte Luise Fechner,
Charlotte Roos,
Chaya Czernowin,
Chester Kallman,
Chikamatsu Monzaemon,
Chilly Gonzales,
Chin Un-suk,
Chloe Moss,
Chris Alexander,
Chris Kondek,
Chris Pichler,
Christa Kozik,
Christa Platzer,
Christa Wolf,
Chris Thorpe,
Christian Baier,
Christian Berg,
Christian Dietrich Grabbe,
Christian Ehregott Weinlig,
Christiane Pohle,
Christiane Richers,
Christian Felix Weiße,
Christian Friedrich Henrici,
Christian Friedrich Hunold,
Christian Gottlieb Müller,
Christian Gottlob Neefe,
Christian Gundlach,
Christian Heinrich Postel,
Christian Henking,
Christian Hillion,
Christian Jost,
Christian Kolonovits,
Christian Kracht,
Christian Lehnert,
Christian Lollike,
Christian Mähr,
Christian Martin,
Christian Martin Fuchs,
Christian Morgenstern,
Christian Münch,
Christian Schidlowsky,
Christian Scholze,
Christian Sinding,
Christian Winkler,
Christina Kettering,
Christina Rast,
Christine Brückner,
Christine Dorothea Lachs,
Christine Köck,
Christine Nöstlinger,
Christine Umpfenbach,
Christof Meckel,
Christoph Cech,
Christoph Daigl,
Christopher Durang,
Christopher Fry,
Christopher Hampton,
Christopher Marlowe,
Christoph Frick,
Christoph Gahl,
Christoph Graupner,
Christoph Grissemann,
Christoph Hein,
Christoph Klimke,
Christoph Lepschy,
Christoph Martin Wieland,
Christoph Nix,
Christoph Nußbaumeder,
Christoph Ransmayr,
Christoph Reiserer,
Christoph Staude,
Christoph Swoboda,
Christoph Willibald Gluck,
Clare Boothe Luce,
Claude Boujon,
Claude Debussy,
Claude Magnier,
Claude-Michel Schönberg,
Claude Terrasse,
Claudia Bauer,
Claudia Federspieler,
Claudia Schreiber,
Claudia Tondl,
Claudio Achillini,
Claudio Ambrosini,
Claudio Guastalla,
Claudio Monteverdi,
Claudius Lünstedt,
Claus H. Henneberg,
Claus Kühnl,
Claus Martin,
Claus Ogerman,
Claus Overkamp,
Clemens Bechtel,
Clemens Krauss,
Clemens Meyer,
Clemens Sienknecht,
Clément Michel,
Clifford Odets,
Cole Porter,
Colin Graham,
Colin Higgins,
Colin Serreau,
Colorado Tolston,
Conor McPherson,
Conrad Friedrich Hurlebusch,
Conradin Kreutzer,
Constantino Gaito,
Constantinos Stylianou,
Constantin von Castenstein,
Constant Lambert,
Coppelius,
Copy & Waste,
Cornelia Funke,
Cornelia Gellrich,
Cornelia Schönwald,
Cornelius Schwehr,
Craig Lucas,
Cristina Gottfridsson,
Cristóbal Halffter,
Curth Flatow,
Cy Coleman,
Cyril Scott,
Czechowski,
Daan Manneke,
Dacia Maraini,
Dag Kemser,
Dagmar Borrmann,
Dagny Gioulami,
Dale Wasserman,
Dalibor Vackár,
Danatar Öwesow,
Dan Goggin,
Dánial Hoydal,
Daniela Dröscher,
Daniela Holtz,
Daniel Call,
Daniel Caspar von Lohenstein,
Daniel Caspers von Lohenstein,
Daniel-François-Esprit Auber,
Daniel Glattauer,
Daniel Gottlieb Treu,
Daniel Karasek,
Daniel Kehlmann,
Daniel Mezger,
Daniel Ott,
Daniel Ratthei,
Daniel Schiebeler,
Daniel Schindler,
Daniil Charms,
Dan Studney,
Dante,
Dany Laurent,
Dario Del Corno,
Dario Farina,
Dario Fo,
Darius Milhaud,
Darja Stocker,
Darrel abalet Maribor,
Dave Lee,
David Auburn,
David Belasco,
David Edgar,
David Elias Heidenreich,
Davide Perez,
David Freeman,
David French,
David Gieselmann,
David Graeber,
David Graham,
David Greig,
David Grigorjewitsch Gerschfeld,
David Hare,
David Harrower,
David Harsent,
David Henry Hwang,
David Ives,
David Izenzon,
David Klein,
David Kuhnhardt,
David Lang,
David Lenard,
David Lescot,
David Malouf,
David Mamet,
David Marton,
David Mercer,
David Pharao,
David Rudkin,
David Schalko,
David Scott Milton,
David S. Craig,
David Seidler,
David Shire,
David Storey,
David Tristram,
David Wood,
David Yazbek,
Dawn King,
DC Moore,
Dea Loher,
Debbie Isitt,
Deborah Epstein,
Denis de Rougemont,
Denis Johnston,
Dennis Foon,
Dennis Kelly,
Dennis Martin,
Denys Arcand,
Désiré-Alexandre Batton,
Detlev Buck,
Detlev Glanert,
Detlev Gröning,
Diamond,
Die Brüder Presnjakow,
Diego Fabbri,
Diego Luzuriaga,
Die Kassierer,
Die Lumpenbrüder,
Diem,
Die Methusalems,
Die Redner,
Die Schmachtigallen,
Dieter de Lazzer,
Dieter Falk,
Dieter Scharfenberg,
Dietmar Dath,
Dietmar Jacobs,
Dietmar Roberg,
Dietrich Eberhard Sattler,
Dietrich Trapp,
Dimitré Dinev,
Dimitrie Cuclin,
Dino Buzzati,
Dion Boucicault,
Dionysios Lavrangas,
Dirk Baumann,
Dirk Böhling,
Dirk D’Ase,
Dirk Dobbrow,
Dirk Engler,
Dirk Hiemesch,
Dirk Kummer,
Dirk Kurbjuweit,
Dirk Laucke,
Dirk Löschner,
Dirk Olaf Hanke,
Dirk Raulf,
Dirk Reinhardt,
Dirk Schattner,
Dirk Stermann,
Dmitri Alexandrowitsch Kurljandski,
Dmitri Dmitrijewitsch Schostakowitsch,
Dmitri Schostakowitsch,
Doc Wenz,
Dolf Verroen,
Domènech Terradellas,
Domenico Alberti,
Domenico Cimarosa,
Domenico Fischietti,
Domenico Gabrielli,
Domenico Lalli,
Domenico Mazzocchi,
Domenico Oliva,
Domenico Sarro,
Domenico Scarlatti,
Domenikos Padovas,
Dominik Günther,
Dominique Della-Maria,
Dominique Girod,
Donald Margulies,
Don Black,
Donnacha Dennehy,
Donnersmarck,
Dora Leen,
Doris Dörrie,
Doris Happl,
Doris Reckewell,
Dorota Maslowska,
Dorota Masłowska,
Dorothee Haentjes,
Dörte Janitz,
Douglas Furber,
Douglas Jerrold,
Dries Verhoeven,
DuBose Heyward,
Duncan Macmillan,
Durs Grünbein,
Dusty Hughes,
Eberhard Petschinka,
Eberhard Schmidt,
Eberhard Streul,
Edda Petri,
Ede Donáth,
Ede Szigligeti,
Ede Tóth,
Edgar Allan Poe,
Edgar Hilsenrath,
Edgar Wallace,
Edisson Wassiljewitsch Denissow,
Edith Ehrhardt,
Edmond Audran,
Edmond Fleg,
Edmond Gondinet,
Edmond Guiraud,
Edmond Jeanneret,
Edmond Membrée,
Edmond Rostand,
Edmund Eysler,
Edna Mazya,
Edoardo Sanguineti,
Édouard Adenis,
Édouard Lalo,
Edouard Plouvier,
Eduard Devrient,
Eduard Heinrich Gehe,
Eduard Künneke,
Eduardo De Filippo,
Eduard Rogati,
Eduard Rüffer,
Eduard Sobolewski,
Eduard Tubin,
Edvard Grieg,
Edward Albee,
Edward Bond,
Edward Elgar,
Edward J. Kay,
Edward Morgan Forster,
Edward Rushton,
Edward Solomon,
Edward Ward,
Edzard Schoppmann,
Egidio Duni,
Egon Lustgarten,
Egon Wellesz,
Ehler,
Eike Hannemann,
Eilhart von Oberg,
Einar Schleef,
Einojuhani Rautavaara,
Eleanor Everest Freer,
Elena Kats-Chemin,
Elena Kats-Chernin,
Elfriede Jelinek,
Elfriede Müller,
Elias Canetti,
Elie Siegmeister,
Elisabeth Ebeling,
Elisabeth Gabriel,
Elisabeth Hauptmann,
Élisabeth Jacquet de La Guerre,
Elisabeth Naske,
Elisabeth Vera Rathenböck,
Elisabeth Zöller,
Eliška Krásnohorská,
Elizabeth Wong,
Elke Heidenreich,
Elliot Goldenthal,
Elliott Carter,
Elmar Gehlen,
Elmar Raida,
Elmar Tannert,
Elsa Bernstein,
Else Gehrke,
Else Lasker-Schüler,
Else Marie Pade,
Elton John,
Elzie Segar,
Emanuele d’Astorga,
Emánuel Moór,
Emanuel Schikaneder,
Emanuel Schulz,
Emanuel Züngel,
Émile Augier,
Émile Deschamps,
Émile Zola,
Emil Gerhäuser,
Emilio Arrieta,
Emilio García Wehbi,
Emil Nikolaus von Reznicek,
Emil Viklický,
Emily Brontë,
Emlyn Williams,
Emmanuel Carrere,
Emmerich Földes,
Emmerich Kálmán,
Emmet Lavery,
Enda Walsh,
Engelbert Humperdinck,
Enoch Mankayi Sontonga,
Enrico Lavarini,
Enrique Keil,
Ensemble Phorminx,
Ephraim Kishon,
Eran Riklis,
Ercole Bernabei,
Ercole Marigliani,
Erdmann Neumeister,
Erez Yohanan,
Eric Assous,
Eric Bogosian,
Eric Charell,
Eric Crozier,
Eric-Emmanuel Schmitt,
Éric-Emmanuel Schmitt,
Erich Fried,
Erich Hagemeister,
Erich Kästner,
Erich Kuby,
Erich Maria Remarque,
Erich Ponto,
Erich Sidler,
Erich Urbanner,
Erich Wolfgang Korngold,
Erich Zeisl,
Eric Woolfson,
Erik Charell,
Erik Gedeon,
Erik Jan Rippmann,
Erik Neutsch,
Erik Satie,
Erik van der Wurff,
Erke Duit,
Ermanno Wolf-Ferrari,
Ernest Chausson,
Ernest Guiraud,
Ernest Reyer,
Ernst Bach,
Ernst Barlach,
Ernst Décsey,
Ernst Elias Niebergall,
Ernst Fischer,
Ernst Hardt,
Ernst Hermann Meyer,
Ernst II. (Sachsen-Coburg und Gotha),
Ernst Jandl,
Ernst Jünger,
Ernst Krenek,
Ernst Křenék,
Ernst Lubitsch,
Ernst Ludwig Leitner,
Ernst Nebhut,
Ernst Reiterer,
Ernst Toch,
Ernst Toller,
Ernst Viebig,
Ernst von Wolzogen,
Ernst Wichert,
Ervín Špindler,
Erwin Riess,
Erwin Schulhoff,
Erwin Sylvanus,
Erwin Weill,
Estefania Miranda,
Esteve Soler,
Esther Gerritsen,
Esther Hilsberg,
Esther Rölz,
Esther Vilar,
E. T. A. Hoffmann,
Ethel Smyth,
Étienne Aignan,
Étienne-Nicolas Méhul,
Étienne Soubre,
Ettore Romagnoli,
Eugen d’Albert,
Eugène Adenis,
Eugène Bozza,
Eugène Ionesco,
Eugène Labiche,
Eugene O'Neill,
Eugene O’Neill,
Eugène Scribe,
Eugène Ysaÿe,
Eugen Kapp,
Eugen Ruge,
Eugen Zádor,
Eunsun Lee,
Euripides,
Eva-Maria Stüting,
Eva-Maria Zschornack,
Éva Pataki,
Eva Rottmann,
Eva Szybalski,
Eva Veiders,
Evžen Zámecník,
Ewald Palmetshofer,
E. Y. Harburg,
Fabian Chiquet,
Fabrice Bollon,
Fabrice Melquiot,
Fabrice Roger-Lacan,
Fadhel Jaibi,
Falk Richter,
Familie Malente,
Fatih Akin,
Fausto Paravidino,
Federico Chueca,
Federico Fellini,
Federico García Lorca,
Federico Ibarra Groth,
Felice Alessandri,
Felice Giardini,
Felice Romani,
Felicia Zeller,
Félicien-César David,
Felicitas Brucker,
Felipe Boero,
Felix Dörmann,
Felix Draeseke,
Felix Hollaender,
Felix Huby,
Felix Mendelssohn Bartholdy,
Felix Mitterer,
Felix Mottl,
Felix Römer,
Felix Salten,
Felix Weingartner,
Ferdinand Bruckner,
Ferdinand Gumbert,
Ferdinand Heinrich Thieriot,
Ferdinand Hérold,
Ferdinand Kauer,
Ferdinand Lion,
Ferdinando Bertoni,
Ferdinando Fontana,
Ferdinando Paër,
Ferdinand Raimund,
Ferdinand Ries,
Ferdinand Schmalz,
Ferdinand von Hiller,
Ferdinand von Schirach,
Ferdinand von Sporck,
Ferdinand Zellbell (der Jüngere),
Ferenc Molnár,
Ferenc Ormai,
Ferenc Örsi,
Feridun Zaimoglu,
Fernand Crommelynck,
Fernand Le Borne,
Fernando Arrabal,
Fernando Sor,
Ferruccio Busoni,
Fidelio F. Finke,
Fikret Amirov,
Finegan Kruckemeyer,
Finn-Ole Heinrich,
Fitzgerald Kusz,
Fjodor Michailowitsch Dostojewski,
Fjodor Michailowitsch Dostojewskij,
Flavio Testi,
Flora Verbrugge,
Florent Schmitt,
Florian Battermann,
Florian Bramböck,
Florian David Fitz,
Florian Leopold Gassmann,
Florian Zwipf,
Fortunato Chelleri,
Franca Rame,
Francesca Caccini ´,
Francesco Antonio Pistocchi,
Francesco Antonio Uttini,
Francesco Bartolomeo Conti,
Francesco Cavalli,
Francesco Ciampi,
Francesco Cilea,
Francesco Colombini,
Francesco Corradini,
Francesco Corselli,
Francesco Feo,
Francesco Gasparini,
Francesco Malipiero,
Francesco Mancini,
Francesco Manelli,
Francesco Maria Piave,
Francesco Maria Veracini,
Francesco Morlacchi,
Francesco Pollini,
Francesco Pozza,
Francesco Silvani,
Francesco Zannetti,
Frances Goodrich,
Francine Oomen,
Francis Beaumont,
Francisco Braga,
Francisco de Rojas Zorrilla,
Francisco Obieta,
Francisco Tanzer,
Francis Durbridge,
Francis H. Burnett,
Francis Jammes,
Francis Poulenc,
Francis Veber,
Franc-Nohain,
Franco Alfano,
Franco Donatoni,
François-Adrien Boieldieu,
François-Adrien Boïeldieu,
François-André Danican Philidor,
François Archambault,
François-Auguste Gevaert,
François Bazin,
François Benoist,
François Devienne,
François Fayt,
François Francœur,
François Giroust,
François Granier,
François Hippolyte Leroy,
François-Joseph Fétis,
François-Louis Gand Le Bland Du Roullet,
François Rebel,
Franco Marcoaldi,
Franco Margola,
Franco Serpa,
Franghiz Ali-Zadeh,
Frank Abt,
Frank Affolter,
Frank Goosen,
Frank Loesser,
Frank-Lorenz Engel,
